"3hl_3s_0d_0.001lr_512bs_adam","0.8613778085941395","0.8432270916334661","35794","sktpxddf","finished","-","siposova-andrea","","2023-03-18T00:07:13.000Z","64","j7qa6e6s","512","not_applied","0","one_hot","150","3","0.001","3","adam","","","","","","","","","0.7173076208082824","0.80443104729756","0.8722320389173003","0.27879655822819355","0.7671541600739623","0.6736375800320128","0.3043316923654996","0.7042110502862429","0.8017378553163288","0.7243121678686505","0.6866188336226093","1","[1,1]","0.6914829745261172","0.7870648714582922","0.8619087837837838","0.2990785439809163","0.7482829032856878","0.6426977040816326","0.29560131980822635","0.6759754300106308","0.781152603593195","0.8513406002449447","0.711890859387103","0.6453413681155268","0.31914565654901356","","0.8218274468402879","0.7425933697020562","0.8822603554838957","0.25981566894288155","0.7841191066997518","0.7052446995058186","0.29560131980822635","0.7194464414901672","0.8110259672758284","0.8685265990802675","0.7411785455471993","0.699898540704419","1145408","0.904137323943662","0.6562162162162162","1272","1089","10271","2428","","[[10271,1089],[1272,2428]]","0.6728557572398504","0.7801767700799391","0.6903611032129656","0.6562162162162162","0.9761326860841424","0.10999521759923482","5583","472","19304","690","","","","","","","0.9718907987866532","0.1256377551020408","1371","139","4806","197","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3hl_1s_0d_0.001lr_512bs_adam","0.8608748299152097","0.8432270916334661","5208","sktpxddf","finished","-","siposova-andrea","","2023-03-17T22:34:46.000Z","72","j7qa6e6s","512","not_applied","0","one_hot","150","1","0.001","3","adam","","","","","","","","","0.7007405741431784","0.7931197329699502","0.8656674957481851","0.2915665587958167","0.7558081646246647","0.6531690775903857","0.301704209125959","0.6957492852714721","0.792736087096497","0.7358478164925704","0.661098870072783","1","[1,1]","0.6949311907000598","0.7896236316128393","0.8629837223587223","0.29812467039800156","0.7490326147042565","0.6481186224489796","0.29160078443013704","0.676446880807598","0.7808766711656769","0.8520918021680217","0.7156521092245439","0.6430280886873637","0.3167816079579867","","0.7999732586025174","0.7105934364903927","0.8693231985872778","0.2838358116500518","0.7613408635452724","0.6661884265901482","0.29160078443013704","0.7094068103870909","0.8035629171601839","0.8647379285117057","0.7366534873821883","0.6854114950746897","166656","0.9064260563380282","0.6491891891891892","1298","1063","10297","2402","","[[10297,1063],[1298,2402]]","0.6704815073272854","0.7778076227636087","0.6932178932178932","0.6491891891891892","0.9761832524271844","0.09995217599234817","5646","471","19305","627","","","","","","","0.9787664307381192","0.11096938775510204","1394","105","4840","174","","","","","","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4hl_4s_0d_0.001lr_512bs_adam","0.8614707922920575","0.8428950863213811","88233","sktpxddf","finished","-","siposova-andrea","","2023-03-18T01:05:25.000Z","84","j7qa6e6s","512","not_applied","0","one_hot","150","4","0.001","4","adam","","","","","","","","","0.7235815153983541","0.807982704833058","0.8753108684299662","0.26798074175329767","0.7756991376622036","0.6781013319962131","0.2986935404630808","0.6997168038330382","0.7962994464506696","0.7333837328968726","0.6704954533604532","1","[1,1]","0.6966503897884005","0.7903859966316624","0.8640586609336609","0.29531127798791024","0.7528235511942233","0.6482780612244898","0.28094088114224947","0.6770530000180409","0.7832161154636103","0.8498719903064416","0.7029552794615055","0.6543733471540112","0.3219497249676631","","0.82363198333047","0.7462334820301322","0.8842565933433145","0.244179233324294","0.7904778887303852","0.7066794197353738","0.28094088114224947","0.7084465881950239","0.7966978495653676","0.8703229515050167","0.7726758681589744","0.6546835515062798","2823456","0.9161091549295776","0.6181081081081081","1413","953","10407","2287","","[[10407,953],[1413,2287]]","0.6590778097982709","0.7671086315188428","0.7058641975308642","0.6181081081081081","0.9747673948220064","0.11860353897656624","5529","499","19277","744","","","","","","","0.9741152679474216","0.1243622448979592","1373","128","4817","195","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3hl_5s_0d_0.001lr_512bs_adam","0.8613153261549339","0.8426958831341301","93276","sktpxddf","finished","-","siposova-andrea","","2023-03-18T02:04:32.000Z","107","j7qa6e6s","512","not_applied","0","one_hot","150","5","0.001","3","adam","","","","","","","","","0.7268270430846383","0.8099926793621781","0.8767926929172323","0.266151178876559","0.7791840497278988","0.681130180730829","0.2973762108729436","0.7025458853034541","0.7997757874796783","0.7271231154256086","0.6808509326990205","1","[1,1]","0.6969567081011573","0.7904832594445546","0.864289004914005","0.29456035296122235","0.7537548674207306","0.6481186224489796","0.2789212396511665","0.6768741622097741","0.783268671392941","0.8497217499218261","0.7022630644076333","0.6545677511329052","0.3214353139583881","","0.8291887311006175","0.7553272130042954","0.8884794041997773","0.23810036363554937","0.8007142857142857","0.7148095010361868","0.2789212396511665","0.7259626704128785","0.8149454037351476","0.8714660848662207","0.7485793636097953","0.7055631439693957","2984832","0.9029049295774648","0.6578378378378379","1266","1103","10257","2434","","[[10257,1103],[1266,2434]]","0.6726544148127678","0.7803713837076515","0.6881538026576195","0.6578378378378379","0.9750707928802588","0.11971943248844254","5522","493","19283","751","","","","","","","0.969464105156724","0.1371173469387755","1353","151","4794","215","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2hl_5s_0d_0.001lr_512bs_adam","0.8622520422920574","0.8426958831341301","51046","sktpxddf","finished","-","siposova-andrea","","2023-03-18T01:58:07.000Z","103","j7qa6e6s","512","not_applied","0","one_hot","150","5","0.001","2","adam","","","","","","","","","0.7107224562758395","0.799830900150533","0.8696599717617799","0.2821039129121631","0.763082691077617","0.6651249880033314","0.3029385637778502","0.70610750627943","0.8028453344470698","0.7267359963643771","0.6881084628590395","1","[1,1]","0.6940490481907049","0.7886690628921471","0.8630221130221131","0.29767630731358247","0.750834879406308","0.6452487244897959","0.2969688761692781","0.6776545153309187","0.7831773355140216","0.8509236729987493","0.7078456892342986","0.652071336836035","0.3175378946157602","","0.8124490588227555","0.7294714587737843","0.8771929824561403","0.2648310822014715","0.7768371757925072","0.6875498166746373","0.2969688761692781","0.7237919558511222","0.81189336672331","0.8723348662207357","0.7561169498655621","0.6949851542971479","1633472","0.905281690140845","0.6505405405405406","1293","1076","10284","2407","","[[10284,1076],[1293,2407]]","0.6701935124599749","0.7779111153406928","0.6910709158771174","0.6505405405405406","0.9768911812297736","0.10712577714012436","5601","457","19319","672","","","","","","","0.9722952477249748","0.125","1372","137","4808","196","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4hl_1s_0d_0.001lr_512bs_adam","0.858643033519591","0.8419654714475432","6930","sktpxddf","finished","-","siposova-andrea","","2023-03-17T22:38:44.000Z","65","j7qa6e6s","512","not_applied","0","one_hot","150","1","0.001","4","adam","","","","","","","","","0.693918551362443","0.7880657555715079","0.8635637363240869","0.29517754187770917","0.7544686272363926","0.6424239868711712","0.30535518206082857","0.6892055604409698","0.7882906704887338","0.7324429181113656","0.6523941374249641","1","[1,1]","0.6818928973094559","0.7801429582755433","0.8588375307125307","0.3043750571269615","0.7454132778513335","0.6283482142857143","0.29327772901608395","0.6686279247963498","0.7754529860344893","0.8493724104909318","0.7112636130413785","0.6324266179670951","0.31933950690122753","","0.7970631063124595","0.7068568012979249","0.8682099120887558","0.2854536760087107","0.761125413755057","0.6598118922365694","0.29327772901608395","0.717843057847017","0.8113904621168475","0.8668086329431438","0.7326987029266372","0.7044431989714162","221760","0.9039612676056338","0.6516216216216216","1289","1091","10269","2411","","[[10269,1091],[1289,2411]]","0.6695362399333518","0.7777914446136277","0.6884637350085665","0.6516216216216216","0.9769923139158576","0.09979276263350868","5647","455","19321","626","","","","","","","0.9787664307381192","0.11224489795918367","1392","105","4840","176","","","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4hl_3s_0d_0.001lr_512bs_adam","0.8595372638639638","0.8418990703851261","51046","sktpxddf","finished","-","siposova-andrea","","2023-03-18T00:11:05.000Z","68","j7qa6e6s","512","not_applied","0","one_hot","150","3","0.001","4","adam","","","","","","","","","0.7195565265417146","0.805127555328904","0.8737522599631031","0.2755794565467274","0.773389584934063","0.6727449973891997","0.3045816123485566","0.6964924262492731","0.795003621421705","0.7268699611121686","0.6703785270409165","1","[1,1]","0.6946917808219178","0.7892639913975298","0.8630988943488943","0.2991339523418277","0.7501849112426036","0.646843112244898","0.2898378509741563","0.6736429002366495","0.779272709193669","0.8506231922295184","0.7111451740912584","0.6411591526303142","0.32097431558829087","","0.8192931081580948","0.741243321177169","0.882874582517563","0.25291786211378436","0.7919536063791228","0.6966363781284872","0.2898378509741563","0.7075312138077282","0.7975503870129363","0.8684939381270903","0.7625816380333527","0.660570503683491","1633472","0.9157570422535212","0.6151351351351352","1424","957","10403","2276","","[[10403,957],[1424,2276]]","0.6565700274051637","0.7654460886943282","0.7039901020723786","0.6151351351351352","0.9755764563106796","0.11844412561772676","5530","483","19293","743","","","","","","","0.972093023255814","0.1288265306122449","1366","138","4807","202","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5hl_2s_0d_0.001lr_512bs_adam","0.8589781083455691","0.8406374501992032","30751","sktpxddf","finished","-","siposova-andrea","","2023-03-17T23:29:50.000Z","67","j7qa6e6s","512","not_applied","0","one_hot","150","2","0.001","5","adam","","","","","","","","","0.7195085317437685","0.8055745014133603","0.8733069427108786","0.2797279167993396","0.7704359675919263","0.6749131614027725","0.31034074609096235","0.7009939011628463","0.8006361654939529","0.7170706417610961","0.687921512736938","1","[1,1]","0.6956151553852703","0.7905606569083945","0.8627533783783784","0.3008597253584394","0.7463913758450575","0.6513073979591837","0.2886912662249345","0.6799893999961194","0.7853855297747739","0.8509236729987493","0.7043845704293504","0.6586830908297847","0.32250568729180557","","0.8157371649030596","0.7357785702156564","0.8805328419517064","0.26046163223537744","0.787102633969119","0.6907380838514268","0.2886912662249345","0.7240677054395614","0.8165045918924272","0.8686115175585284","0.7336852529747789","0.7156900409591489","984032","0.9000880281690141","0.6581081081081082","1265","1135","10225","2435","","[[10225,1135],[1265,2435]]","0.6698762035763411","0.7790980681385611","0.6820728291316527","0.6581081081081082","0.9754247572815534","0.1112705244699506","5575","486","19290","698","","","","","","","0.967846309403438","0.1371173469387755","1353","159","4786","215","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3hl_4s_0d_0.001lr_512bs_adam","0.8616539202207448","0.8399734395750332","61173","sktpxddf","finished","-","siposova-andrea","","2023-03-18T00:59:47.000Z","82","j7qa6e6s","512","not_applied","0","one_hot","150","4","0.001","3","adam","","","","","","","","","0.7197906439163171","0.8058388614148004","0.8734605091962859","0.2739673670016083","0.7705627041743706","0.6753913150626104","0.2983425165598209","0.7023206005826387","0.7990998094123043","0.7300993366603918","0.6781722847047912","1","[1,1]","0.6966946394930639","0.7904695858926095","0.8640202702702703","0.29775601917622135","0.7524972253052165","0.6485969387755102","0.28011612364879024","0.6749092017570473","0.7795634910233178","0.8518589092140922","0.7167248150378285","0.6395501006660685","0.32121878403883714","","0.823680409491131","0.7457997311827956","0.8838343122576683","0.2487030254275191","0.7883146865565619","0.7076358998884107","0.28011612364879024","0.7231591028584864","0.81237120056862","0.8708651233277591","0.7497421274133941","0.6991855692179677","1957536","0.9035211267605634","0.6448648648648648","1314","1096","10264","2386","","[[10264,1096],[1314,2386]]","0.6644388749651908","0.7741929958127141","0.6852383687535899","0.6448648648648648","0.9761832524271844","0.11748764546468994","5536","471","19305","737","","","","","","","0.9741152679474216","0.1243622448979592","1373","128","4817","195","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3hl_2s_0d_0.001lr_512bs_adam","0.8611653123612131","0.8397742363877823","17139","sktpxddf","finished","-","siposova-andrea","","2023-03-17T23:21:25.000Z","67","j7qa6e6s","512","not_applied","0","one_hot","150","2","0.001","3","adam","","","","","","","","","0.7100173689064506","0.7988318989190909","0.8698288803641935","0.28322267479756297","0.7657293616217451","0.6618729402330037","0.3013157938535397","0.7013944237911003","0.7987937587703817","0.7280009758456327","0.6783588859553079","1","[1,1]","0.6931185191533121","0.7881770730136715","0.8625230343980343","0.2985081736947976","0.7493051695386326","0.6447704081632653","0.2840926085527127","0.6719385345420259","0.7777829919030963","0.8505067457525537","0.7134385207939903","0.6369685856573211","0.31969354015130264","","0.8100621388049261","0.7272882077479779","0.8770394256977235","0.26593926870355417","0.7805190058479532","0.6808544556033795","0.2840926085527127","0.7229469411891564","0.8115165925056461","0.8716163252508361","0.7536423224130542","0.695569080496083","548448","0.9059859154929576","0.6364864864864865","1345","1068","10292","2355","","[[10292,1068],[1345,2355]]","0.6612382423136319","0.7712362009897221","0.6879929886064855","0.6364864864864865","0.9764360841423948","0.10537223019289016","5612","466","19310","661","","","","","","","0.9741152679474216","0.12627551020408162","1370","128","4817","198","","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4hl_5s_0d_0.001lr_512bs_adam","0.8624073951337341","0.8396414342629482","135506","sktpxddf","finished","-","siposova-andrea","","2023-03-18T02:11:44.000Z","104","j7qa6e6s","512","not_applied","0","one_hot","150","5","0.001","4","adam","","","","","","","","","0.7295803890941744","0.8118070846027259","0.8779443862907959","0.2614682285809049","0.7815638872490067","0.684222987975678","0.30079652804594775","0.7067047897286407","0.8033808580171335","0.7261254010179158","0.6894289177400085","1","[1,1]","0.7024574021748436","0.7940143897364771","0.8665924447174447","0.2903020644889158","0.7586461993711855","0.6540178571428571","0.28869399428367615","0.6813157197927422","0.7849567520697216","0.8529350212372316","0.7128088232247728","0.653405357947433","0.32049798506956834","","0.8301696480253637","0.7541694462975317","0.8868286690467965","0.23334449120596343","0.7906976744186046","0.7208672086720868","0.28869399428367615","0.7199589503945809","0.8104312613285345","0.8693039297658862","0.7458344778105455","0.6966554776600054","4336192","0.904137323943662","0.6416216216216216","1326","1089","10271","2374","","[[10271,1089],[1326,2374]]","0.6628507608543908","0.7728794727826418","0.6855327750505342","0.6416216216216216","0.9740088996763754","0.119878845847282","5521","514","19262","752","","","","","","","0.9660262891809908","0.14285714285714285","1344","168","4777","224","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4hl_2s_0d_0.001lr_512bs_adam","0.8595738441315225","0.8395086321381142","23945","sktpxddf","finished","-","siposova-andrea","","2023-03-17T23:25:37.000Z","65","j7qa6e6s","512","not_applied","0","one_hot","150","2","0.001","4","adam","","","","","","","","","0.7176527044620787","0.8047436738281626","0.8722934660420265","0.27971515597081653","0.766930993509006","0.6744347586595614","0.3011368215084076","0.6972185214140929","0.7959044273443597","0.7253837998480117","0.67296079206491","1","[1,1]","0.6935318275154004","0.7886417157882571","0.8624846437346437","0.30173614913342045","0.7483382570162481","0.6462053571428571","0.2846397115634038","0.6724358234951353","0.7790899285953554","0.8494212691525954","0.7069234029947046","0.6430573291642617","0.3189715903538924","","0.820076040075435","0.7408156386922818","0.8819148527774578","0.2594185614702748","0.7857015192135836","0.7007811254583134","0.2846397115634038","0.724011958592806","0.8171103386392636","0.8678015259197325","0.7292378692699034","0.7193931719406617","766240","0.8953345070422535","0.6681081081081081","1228","1189","10171","2472","","[[10171,1189],[1228,2472]]","0.6716478739301726","0.7817213075751807","0.6752253482655012","0.6681081081081081","0.9757281553398058","0.10967639088155588","5585","480","19296","688","","","","","","","0.9726996966632964","0.125","1372","135","4810","196","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3hl_10s_0d_0.001lr_512bs_adam","0.8628063119442858","0.8395086321381142","354651","sktpxddf","finished","-","siposova-andrea","","2023-03-18T03:20:30.000Z","119","j7qa6e6s","512","not_applied","0","one_hot","150","10","0.001","3","adam","","","","","","","","","0.7344945533413765","0.8151990123294958","0.8798715524951417","0.26417091196658565","0.7846875914103741","0.6904405003871468","0.3024102247678317","0.7001772674046889","0.7955182629766078","0.7401702911270126","0.6655814511960609","1","[1,1]","0.7122283766510439","0.8006837291955617","0.8703547297297297","0.28548869899674956","0.7649643053267435","0.6662946428571429","0.2862696177684344","0.6803144959533166","0.7836433382742727","0.8531528494371483","0.715905322205794","0.6491426057114922","0.33643725972909194","","0.8335644609390839","0.7599799565725739","0.8896694690775078","0.23883834598111173","0.7981055955095597","0.725330782719592","0.2862696177684344","0.713991575256337","0.8023621932518765","0.8699375522575251","0.7628316441380201","0.6718337071084614","11348832","0.9131161971830986","0.6135135135135135","1430","987","10373","2270","","[[10373,987],[1430,2270]]","0.6525801351157108","0.763314855348306","0.6969603929996929","0.6135135135135135","0.9734021035598706","0.12131356607683724","5512","526","19250","761","","","","","","","0.97108190091001","0.1256377551020408","1371","143","4802","197","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4hl_10s_0d_0.001lr_512bs_adam","0.8620808988974087","0.8390438247011952","523161","sktpxddf","finished","-","siposova-andrea","","2023-03-18T03:28:54.000Z","127","j7qa6e6s","512","not_applied","0","one_hot","150","10","0.001","4","adam","","","","","","","","","0.7404311250932061","0.8217568758747087","0.8807391428745655","0.25335136903267286","0.7767661143558791","0.7079757258594495","0.3096741133011304","0.7065360868176996","0.803783951954182","0.7257204974024226","0.6910601625901409","1","[1,1]","0.7087586857682079","0.7976156937289479","0.8696636977886978","0.2831655282015894","0.7671309192200557","0.6586415816326531","0.3110688557991615","0.6791792147810227","0.783011613079659","0.8528767979987493","0.7151542408640036","0.6478732997242859","0.32353971554682803","","0.8453190680625396","0.7715380226587334","0.8923951015394065","0.2295594866953644","0.7893595730486991","0.7545034273872151","0.3110688557991615","0.7261809947848968","0.813997758012434","0.8723087374581939","0.7546662663213163","0.7008442913370068","16741152","0.906161971830986","0.632972972972973","1358","1066","10294","2342","","[[10294,1066],[1358,2342]]","0.658975801913337","0.7695674724019794","0.687206572769953","0.632972972972973","0.9732504045307444","0.12498007333014506","5489","529","19247","784","","","","","","","0.972093023255814","0.13839285714285715","1351","138","4807","217","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5hl_5s_0d_0.001lr_512bs_adam","0.8611414565885834","0.8388446215139442","177736","sktpxddf","finished","-","siposova-andrea","","2023-03-18T02:19:10.000Z","103","j7qa6e6s","512","not_applied","0","one_hot","150","5","0.001","5","adam","","","","","","","","","0.729604534332408","0.811802359421549","0.8780365250619626","0.26278177014752935","0.7819281956796005","0.6840314987783731","0.305904399890166","0.6986521573639808","0.7961175951139431","0.7323836806350228","0.6703638502873964","1","[1,1]","0.7014757918356779","0.7923503442639191","0.8672066953316954","0.29133635174994377","0.7646284101599248","0.6479591836734694","0.28459501495728123","0.672084185411292","0.7758703897262786","0.8529350212372316","0.7265083059286357","0.6267337068308525","0.33260953426361084","","0.8328218176527853","0.7589837873976267","0.8892855771814657","0.2343603030723684","0.7976462322150009","0.7238960624900367","0.28459501495728123","0.7151289646516072","0.8092516967937612","0.8655479201505016","0.7316199247469115","0.7002893997962215","5687552","0.8994718309859155","0.6527027027027027","1285","1142","10218","2415","","[[10218,1142],[1285,2415]]","0.6655642827614717","0.7760872668443092","0.6789429294349171","0.6527027027027027","0.9739583333333334","0.12163239279451618","5510","515","19261","763","","","","","","","0.9704752275025278","0.13137755102040816","1362","146","4799","206","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5hl_10s_0d_0.001lr_512bs_adam","0.8622401710534664","0.8343957503320053","691671","sktpxddf","finished","-","siposova-andrea","","2023-03-18T03:38:01.000Z","125","j7qa6e6s","512","not_applied","0","one_hot","150","10","0.001","5","adam","","","","","","","","","0.7373072820073305","0.8191624943054814","0.8796258658082768","0.2594331465515436","0.7761482626667305","0.7025240177371762","0.3138480207094779","0.694021479966674","0.7902993172431506","0.7467236376059917","0.6512658875883635","1","[1,1]","0.712932138284251","0.8008743849481541","0.870892199017199","0.2821102314719967","0.7672239573764468","0.6658163265306123","0.3099391391644111","0.6753032507827267","0.7781380431386347","0.8539867039295393","0.7273060772357716","0.631529694357043","0.33979374170303345","","0.841440440924969","0.7660026126714566","0.8899765825943414","0.2319160416430118","0.7851046025104602","0.7478080663159573","0.3099391391644111","0.7259804114651112","0.8174099974175999","0.869545620819398","0.7364443430471697","0.716530922366164","22133472","0.8959507042253522","0.6454054054054054","1312","1182","10178","2388","","[[10178,1182],[1312,2388]]","0.6569463548830811","0.7706780548153788","0.66890756302521","0.6454054054054054","0.9714805825242718","0.12147297943567673","5511","564","19212","762","","","","","","","0.9769464105156724","0.10778061224489796","1399","114","4831","169","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5hl_4s_0d_0.001lr_512bs_adam","0.8580011192174004","0.8257636122177955","115293","sktpxddf","finished","-","siposova-andrea","","2023-03-18T01:11:12.000Z","89","j7qa6e6s","512","not_applied","0","one_hot","150","4","0.001","5","adam","","","","","","","","","0.7226928282431653","0.8062887999297518","0.8758790555537791","0.2679229088858062","0.7817570923019981","0.6720436192769792","0.30902437292612517","0.6920076182680208","0.7924841222266824","0.7300309401444132","0.6657816280465984","1","[1,1]","0.7021331721219448","0.7926576121953637","0.867590601965602","0.29240310542723713","0.7659694742792538","0.6481186224489796","0.31983387011748093","0.6788318180268271","0.7842748544444957","0.8508072265217845","0.705265647275282","0.6556002000708889","0.3279893077336825","","0.8186593118875936","0.7403071180113685","0.882490690621521","0.24981004525633416","0.7912586144359811","0.6955204846166109","0.31983387011748093","0.7211031272782988","0.8311089196440473","0.8532608695652174","0.6654875146972665","0.788006995659092","3689376","0.8549295774647887","0.7362162162162162","976","1648","9712","2724","","[[9712,1648],[976,2724]]","0.6749256689791874","0.7955728968405025","0.6230558096980787","0.7362162162162162","0.9746662621359224","0.11669057867049258","5541","501","19275","732","","","","","","","0.969464105156724","0.12181122448979592","1377","151","4794","191","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""